Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Discount,Product_Name,Category,Sub_Category,List_Price,Unit_Cost,Sales,Profit,Profit_Margin,Segment,City,State
O51080,2025-09-17,C1208,P2058,2.0,0.1,Paper Product 59,Office Supplies,Paper,8533.72,6340.06,15360.7,2680.58,0.1745,Consumer,Kochi,Delhi
O51081,2025-03-17,C1021,P2008,3.0,0.05,Paper Product 9,Office Supplies,Paper,12546.55,8779.06,35757.67,9420.49,0.2635,Consumer,Chennai,Maharashtra
O51082,2025-03-08,C1165,P2072,1.0,0.15,Accessories Product 73,Technology,Accessories,59154.4,49684.38,50281.24,596.86,0.0119,Corporate,Madurai,Karnataka
O51083,2025-12-08,C1098,P2071,1.0,0.1,Paper Product 72,Office Supplies,Paper,79468.95,63440.16,71522.05,8081.89,0.113,Consumer,Hyderabad,Telangana
O51084,2025-07-13,C1492,P2050,2.0,0.05,Phones Product 51,Technology,Phones,26671.88,18619.55,50676.57,13437.47,0.2652,Consumer,Mumbai,Karnataka
O51085,2025-06-11,C1207,P2034,1.0,0.1,Stationery Product 35,Office Supplies,Stationery,6797.66,4643.32,6117.89,1474.57,0.241,Corporate,Salem,Karnataka
O51086,2025-12-13,C1007,P2004,4.0,0.1,Stationery Product 5,Office Supplies,Stationery,22154.95,19379.22,79757.82,2240.94,0.0281,Home Office,Salem,Delhi
O51087,2025-12-27,C1189,P2013,5.0,0.1,Phones Product 14,Technology,Phones,26276.26,19570.22,118243.17,20392.07,0.1725,Consumer,Bengaluru,Tamil Nadu
O51088,2025-09-14,C1174,P2029,3.0,0.05,Phones Product 30,Technology,Phones,35257.0,27824.57,100482.45,17008.74,0.1693,Corporate,Madurai,Telangana
O51089,2025-03-13,C1272,P2003,4.0,0.1,Chairs Product 4,Furniture,Chairs,72789.1,60628.14,262040.76,19528.2,0.0745,Home Office,Kochi,Kerala
O51090,2025-03-28,C1016,P2038,3.0,0.0,Binders Product 39,Office Supplies,Binders,69402.41,51424.61,208207.23,53933.4,0.259,Consumer,Kochi,Karnataka
O51091,2025-09-19,C1089,P2063,4.0,0.2,Binders Product 64,Office Supplies,Binders,58712.04,35437.77,187878.53,46127.45,0.2455,Consumer,Mumbai,Karnataka
O51092,2025-08-02,C1140,P2024,3.0,0.05,Storage Product 25,Furniture,Storage,71728.84,53529.53,204427.19,43838.6,0.2144,Home Office,Chennai,Telangana
O51093,2025-06-02,C1144,P2027,2.0,0.0,Storage Product 28,Furniture,Storage,6685.15,5650.89,13370.3,2068.52,0.1547,Consumer,Mumbai,Tamil Nadu
O51094,2025-07-29,C1165,P2075,1.0,0.15,Binders Product 76,Office Supplies,Binders,43695.78,24115.72,37141.41,13025.69,0.3507,Corporate,Madurai,Karnataka
O51095,2025-03-02,C1336,P2065,1.0,0.2,Binders Product 66,Office Supplies,Binders,20647.93,15864.6,16518.34,653.74,0.0396,Home Office,Madurai,Karnataka
O51096,2025-09-25,C1495,P2077,2.0,0.2,Laptops Product 78,Technology,Laptops,47839.89,34926.79,76543.82,6690.24,0.0874,Consumer,Pune,Delhi
O51097,2025-09-19,C1077,P2021,4.0,0.1,Laptops Product 22,Technology,Laptops,6562.71,4469.1,23625.76,5749.36,0.2434,Consumer,Coimbatore,Delhi
O51098,2025-08-06,C1428,P2030,5.0,0.05,Chairs Product 31,Furniture,Chairs,38498.53,28996.9,182868.02,37883.52,0.2072,Consumer,Coimbatore,Delhi
O51099,2025-10-10,C1261,P2022,4.0,0.15,Accessories Product 23,Technology,Accessories,16308.47,12700.29,55448.8,4647.64,0.0838,Home Office,Coimbatore,Tamil Nadu
O51100,2025-05-16,C1162,P2047,1.0,0.15,Chairs Product 48,Furniture,Chairs,77562.16,49266.25,65927.84,16661.59,0.2527,Corporate,Delhi,Tamil Nadu
O51101,2025-12-28,C1365,P2019,5.0,0.05,Chairs Product 20,Furniture,Chairs,44904.0,24841.99,213294.0,89084.05,0.4177,Consumer,Delhi,Tamil Nadu
O51102,2025-04-03,C1013,P2037,3.0,0.25,Paper Product 38,Office Supplies,Paper,27871.02,18741.67,62709.8,6484.79,0.1034,Consumer,Delhi,Delhi
O51103,2025-04-19,C1238,P2054,5.0,0.05,Chairs Product 55,Furniture,Chairs,56519.23,39410.95,268466.34,71411.59,0.266,Corporate,Mumbai,Tamil Nadu
O51104,2025-08-29,C1071,P2067,4.0,0.3,Storage Product 68,Furniture,Storage,45777.6,25636.72,128177.28,25630.4,0.2,Consumer,Kochi,Karnataka
O51105,2025-12-21,C1444,P2078,2.0,0.2,Tables Product 79,Furniture,Tables,6133.72,4595.0,9813.95,623.95,0.0636,Corporate,Kochi,Kerala
O51106,2025-05-22,C1142,P2000,3.0,0.15,Laptops Product 1,Technology,Laptops,13340.82,10836.58,34019.09,1509.35,0.0444,Consumer,Mumbai,Kerala
O51107,2025-10-18,C1309,P2006,4.0,0.25,Laptops Product 7,Technology,Laptops,57279.45,42140.92,171838.35,3274.67,0.0191,Consumer,Pune,Kerala
O51108,2025-08-25,C1282,P2056,3.0,0.15,Phones Product 57,Technology,Phones,10100.77,6325.84,25756.96,6779.44,0.2632,Consumer,Coimbatore,Kerala
O51109,2025-12-06,C1268,P2011,5.0,0.05,Tables Product 12,Furniture,Tables,47986.68,36009.74,227936.73,47888.03,0.2101,Consumer,Pune,Tamil Nadu
O51110,2025-11-08,C1240,P2004,1.0,0.1,Stationery Product 5,Office Supplies,Stationery,22154.95,19379.22,19939.46,560.24,0.0281,Home Office,Pune,Karnataka
O51111,2025-06-26,C1414,P2049,4.0,0.0,Accessories Product 50,Technology,Accessories,36467.03,22897.52,145868.12,54278.04,0.3721,Corporate,Delhi,Kerala
O51112,2025-05-21,C1244,P2041,2.0,0.1,Laptops Product 42,Technology,Laptops,17089.78,12912.68,30761.6,4936.24,0.1605,Consumer,Salem,Kerala
O51113,2025-07-08,C1162,P2011,5.0,0.15,Tables Product 12,Furniture,Tables,47986.68,36009.74,203943.39,23894.69,0.1172,Corporate,Delhi,Tamil Nadu
O51114,2025-02-18,C1059,P2017,4.0,0.1,Stationery Product 18,Office Supplies,Stationery,38596.4,22564.5,138947.04,48689.04,0.3504,Consumer,Coimbatore,Delhi
O51115,2025-10-29,C1005,P2065,2.0,0.1,Binders Product 66,Office Supplies,Binders,20647.93,15864.6,37166.27,5437.07,0.1463,Consumer,Hyderabad,Karnataka
O51116,2025-07-09,C1196,P2073,4.0,0.15,Tables Product 74,Furniture,Tables,74076.28,51453.16,251859.35,46046.71,0.1828,Corporate,Pune,Kerala
O51117,2025-05-16,C1469,P2078,5.0,0.2,Tables Product 79,Furniture,Tables,6133.72,4595.0,24534.88,1559.88,0.0636,Home Office,Coimbatore,Karnataka
O51118,2025-02-12,C1057,P2016,4.0,0.0,Laptops Product 17,Technology,Laptops,60637.62,52413.59,242550.48,32896.12,0.1356,Consumer,Chennai,Telangana
O51119,2025-12-19,C1304,P2067,3.0,0.1,Storage Product 68,Furniture,Storage,45777.6,25636.72,123599.52,46689.36,0.3777,Corporate,Mumbai,Telangana
O51120,2025-03-31,C1406,P2070,5.0,0.05,Phones Product 71,Technology,Phones,79953.27,45246.36,379778.03,153546.23,0.4043,Consumer,Salem,Telangana
O51121,2025-10-22,C1216,P2061,4.0,0.15,Storage Product 62,Furniture,Storage,41881.88,27770.86,142398.39,31314.95,0.2199,Consumer,Madurai,Delhi
O51122,2025-12-07,C1417,P2040,1.0,0.05,Tables Product 41,Furniture,Tables,52504.24,46067.43,49879.03,3811.6,0.0764,Consumer,Kochi,Kerala
O51123,2025-09-02,C1025,P2033,4.0,0.15,Accessories Product 34,Technology,Accessories,18507.84,16264.51,62926.66,-2131.38,-0.0339,Corporate,Delhi,Kerala
O51124,2025-07-11,C1302,P2069,3.0,0.1,Binders Product 70,Office Supplies,Binders,31690.99,24240.66,85565.67,12843.69,0.1501,Consumer,Mumbai,Delhi
O51125,2025-11-14,C1004,P2044,2.0,0.05,Stationery Product 45,Office Supplies,Stationery,33218.58,19028.06,63115.3,25059.18,0.397,Consumer,Kochi,Kerala
O51126,2025-04-16,C1473,P2057,2.0,0.25,Laptops Product 58,Technology,Laptops,10032.16,7014.74,15048.24,1018.76,0.0677,Home Office,Salem,Karnataka
O51127,2025-12-29,C1019,P2050,2.0,0.0,Phones Product 51,Technology,Phones,26671.88,18619.55,53343.76,16104.66,0.3019,Consumer,Chennai,Maharashtra
O51128,2025-11-06,C1389,P2033,1.0,0.1,Accessories Product 34,Technology,Accessories,18507.84,16264.51,16657.06,392.55,0.0236,Corporate,Delhi,Karnataka
O51129,2025-08-21,C1197,P2043,3.0,0.0,Tables Product 44,Furniture,Tables,14620.74,9187.52,43862.22,16299.66,0.3716,Home Office,Chennai,Telangana
O51130,2025-09-22,C1058,P2014,5.0,0.1,Chairs Product 15,Furniture,Chairs,12221.58,8595.65,54997.11,12018.86,0.2185,Consumer,Pune,Tamil Nadu
O51131,2025-12-10,C1447,P2077,2.0,0.1,Laptops Product 78,Technology,Laptops,47839.89,34926.79,86111.8,16258.22,0.1888,Corporate,Chennai,Delhi
O51132,2025-02-06,C1241,P2069,3.0,0.1,Binders Product 70,Office Supplies,Binders,31690.99,24240.66,85565.67,12843.69,0.1501,Home Office,Delhi,Tamil Nadu
O51133,2025-11-01,C1145,P2049,4.0,0.05,Accessories Product 50,Technology,Accessories,36467.03,22897.52,138574.71,46984.63,0.3391,Consumer,Mumbai,Delhi
O51134,2025-02-10,C1387,P2031,1.0,0.1,Phones Product 32,Technology,Phones,27150.59,16564.55,24435.53,7870.98,0.3221,Consumer,Delhi,Maharashtra
O51135,2025-01-17,C1272,P2066,3.0,0.15,Stationery Product 67,Office Supplies,Stationery,54754.87,39098.68,139624.92,22328.88,0.1599,Home Office,Kochi,Kerala
O51136,2025-12-10,C1248,P2002,3.0,0.2,Accessories Product 3,Technology,Accessories,76083.83,45638.81,182601.19,45684.76,0.2502,Home Office,Bengaluru,Karnataka
O51137,2025-10-04,C1013,P2073,5.0,0.15,Tables Product 74,Furniture,Tables,74076.28,51453.16,314824.19,57558.39,0.1828,Consumer,Delhi,Delhi
O51138,2025-11-03,C1461,P2050,3.0,0.15,Phones Product 51,Technology,Phones,26671.88,18619.55,68013.29,12154.64,0.1787,Corporate,Bengaluru,Kerala
O51139,2025-02-28,C1012,P2066,5.0,0.05,Stationery Product 67,Office Supplies,Stationery,54754.87,39098.68,260085.63,64592.23,0.2483,Corporate,Coimbatore,Maharashtra
O51140,2025-07-02,C1390,P2075,1.0,0.1,Binders Product 76,Office Supplies,Binders,43695.78,24115.72,39326.2,15210.48,0.3868,Home Office,Mumbai,Maharashtra
O51141,2025-02-10,C1383,P2047,1.0,0.05,Chairs Product 48,Furniture,Chairs,77562.16,49266.25,73684.05,24417.8,0.3314,Home Office,Kochi,Kerala
O51142,2025-02-08,C1043,P2016,4.0,0.05,Laptops Product 17,Technology,Laptops,60637.62,52413.59,230422.96,20768.6,0.0901,Home Office,Madurai,Maharashtra
O51143,2025-07-11,C1374,P2006,5.0,0.05,Laptops Product 7,Technology,Laptops,57279.45,42140.92,272077.39,61372.79,0.2256,Consumer,Delhi,Karnataka
O51144,2025-09-24,C1398,P2012,5.0,0.1,Laptops Product 13,Technology,Laptops,16281.82,11596.34,73268.19,15286.49,0.2086,Corporate,Kochi,Maharashtra
O51145,2025-05-27,C1018,P2065,2.0,0.15,Binders Product 66,Office Supplies,Binders,20647.93,15864.6,35101.48,3372.28,0.0961,Consumer,Pune,Tamil Nadu
O51146,2025-11-29,C1062,P2003,2.0,0.25,Chairs Product 4,Furniture,Chairs,72789.1,60628.14,109183.65,-12072.63,-0.1106,Corporate,Delhi,Maharashtra
O51147,2025-05-07,C1490,P2009,4.0,0.05,Storage Product 10,Furniture,Storage,50209.76,29789.99,190797.09,71637.13,0.3755,Consumer,Pune,Telangana
O51148,2025-02-15,C1238,P2016,1.0,0.15,Laptops Product 17,Technology,Laptops,60637.62,52413.59,51541.98,-871.61,-0.0169,Corporate,Mumbai,Tamil Nadu
O51149,2025-02-14,C1491,P2051,2.0,0.2,Chairs Product 52,Furniture,Chairs,34641.74,21896.2,55426.78,11634.38,0.2099,Corporate,Chennai,Telangana
O51150,2025-01-01,C1418,P2005,3.0,0.15,Tables Product 6,Furniture,Tables,18627.38,11555.02,47499.82,12834.76,0.2702,Corporate,Delhi,Maharashtra
O51151,2025-06-17,C1336,P2068,1.0,0.05,Binders Product 69,Office Supplies,Binders,73518.62,55006.72,69842.69,14835.97,0.2124,Home Office,Madurai,Karnataka
O51152,2025-04-18,C1418,P2073,3.0,0.05,Tables Product 74,Furniture,Tables,74076.28,51453.16,211117.4,56757.92,0.2688,Corporate,Delhi,Maharashtra
O51153,2025-01-19,C1402,P2008,5.0,0.0,Paper Product 9,Office Supplies,Paper,12546.55,8779.06,62732.75,18837.45,0.3003,Consumer,Salem,Telangana
O51154,2025-11-28,C1403,P2076,1.0,0.1,Phones Product 77,Technology,Phones,31874.96,24846.67,28687.46,3840.79,0.1339,Corporate,Madurai,Kerala
O51155,2025-03-13,C1099,P2020,4.0,0.15,Phones Product 21,Technology,Phones,42879.1,36071.45,145788.94,1503.14,0.0103,Consumer,Delhi,Karnataka
O51156,2025-04-19,C1162,P2023,5.0,0.0,Binders Product 24,Office Supplies,Binders,13648.36,7977.57,68241.8,28353.95,0.4155,Corporate,Delhi,Tamil Nadu
O51157,2025-09-25,C1415,P2003,5.0,0.05,Chairs Product 4,Furniture,Chairs,72789.1,60628.14,345748.22,42607.52,0.1232,Consumer,Hyderabad,Telangana
O51158,2025-08-28,C1121,P2023,3.0,0.15,Binders Product 24,Office Supplies,Binders,13648.36,7977.57,34803.32,10870.61,0.3123,Home Office,Mumbai,Telangana
O51159,2025-10-28,C1431,P2058,5.0,0.2,Paper Product 59,Office Supplies,Paper,8533.72,6340.06,34134.88,2434.58,0.0713,Corporate,Salem,Karnataka
O51160,2025-03-31,C1043,P2002,3.0,0.1,Accessories Product 3,Technology,Accessories,76083.83,45638.81,136950.89,45673.27,0.3335,Home Office,Madurai,Maharashtra
O51161,2025-04-13,C1359,P2067,1.0,0.15,Storage Product 68,Furniture,Storage,45777.6,25636.72,38910.96,13274.24,0.3411,Consumer,Hyderabad,Telangana
O51162,2025-09-07,C1407,P2039,2.0,0.1,Chairs Product 40,Furniture,Chairs,31822.56,23868.26,57280.61,9544.09,0.1666,Consumer,Madurai,Tamil Nadu
O51163,2025-01-08,C1316,P2047,3.0,0.05,Chairs Product 48,Furniture,Chairs,77562.16,49266.25,221052.16,73253.41,0.3314,Consumer,Chennai,Telangana
O51164,2025-06-02,C1380,P2053,3.0,0.1,Accessories Product 54,Technology,Accessories,58991.24,45367.54,159276.35,23173.73,0.1455,Consumer,Pune,Karnataka
O51165,2025-12-13,C1144,P2034,1.0,0.15,Stationery Product 35,Office Supplies,Stationery,6797.66,4643.32,5778.01,1134.69,0.1964,Consumer,Mumbai,Tamil Nadu
O51166,2025-06-23,C1326,P2055,5.0,0.25,Binders Product 56,Office Supplies,Binders,16705.54,9805.04,62645.78,13620.58,0.2174,Consumer,Salem,Karnataka
O51167,2025-12-09,C1362,P2039,4.0,0.0,Chairs Product 40,Furniture,Chairs,31822.56,23868.26,127290.24,31817.2,0.25,Consumer,Bengaluru,Maharashtra
O51168,2025-06-07,C1049,P2076,3.0,0.1,Phones Product 77,Technology,Phones,31874.96,24846.67,86062.39,11522.38,0.1339,Consumer,Bengaluru,Kerala
O51169,2025-08-03,C1064,P2067,1.0,0.1,Storage Product 68,Furniture,Storage,45777.6,25636.72,41199.84,15563.12,0.3777,Consumer,Coimbatore,Tamil Nadu
O51170,2025-06-26,C1354,P2045,4.0,0.1,Tables Product 46,Furniture,Tables,69698.77,48576.61,250915.57,56609.13,0.2256,Consumer,Pune,Delhi
O51171,2025-06-24,C1287,P2077,5.0,0.0,Laptops Product 78,Technology,Laptops,47839.89,34926.79,239199.45,64565.5,0.2699,Consumer,Bengaluru,Tamil Nadu
O51172,2025-12-06,C1163,P2012,3.0,0.1,Laptops Product 13,Technology,Laptops,16281.82,11596.34,43960.91,9171.89,0.2086,Consumer,Pune,Telangana
O51173,2025-12-04,C1140,P2026,1.0,0.2,Binders Product 27,Office Supplies,Binders,50136.78,40537.07,40109.42,-427.65,-0.0107,Home Office,Chennai,Telangana
O51174,2025-05-26,C1453,P2005,1.0,0.15,Tables Product 6,Furniture,Tables,18627.38,11555.02,15833.27,4278.25,0.2702,Home Office,Salem,Kerala
O51175,2025-11-20,C1313,P2016,1.0,0.1,Laptops Product 17,Technology,Laptops,60637.62,52413.59,54573.86,2160.27,0.0396,Home Office,Madurai,Maharashtra
O51176,2025-06-10,C1127,P2035,3.0,0.1,Phones Product 36,Technology,Phones,2743.0,1741.9,7406.1,2180.4,0.2944,Home Office,Bengaluru,Kerala
O51177,2025-05-07,C1397,P2001,4.0,0.1,Tables Product 2,Furniture,Tables,61893.98,38740.54,222818.33,67856.17,0.3045,Consumer,Chennai,Telangana
O51178,2025-03-23,C1420,P2076,1.0,0.1,Phones Product 77,Technology,Phones,31874.96,24846.67,28687.46,3840.79,0.1339,Corporate,Bengaluru,Maharashtra
O51179,2025-05-27,C1367,P2051,5.0,0.2,Chairs Product 52,Furniture,Chairs,34641.74,21896.2,138566.96,29085.96,0.2099,Home Office,Hyderabad,Kerala
O51180,2025-08-27,C1462,P2065,1.0,0.25,Binders Product 66,Office Supplies,Binders,20647.93,15864.6,15485.95,-378.65,-0.0245,Corporate,Chennai,Karnataka
O51181,2025-03-25,C1238,P2051,4.0,0.1,Chairs Product 52,Furniture,Chairs,34641.74,21896.2,124710.26,37125.46,0.2977,Corporate,Mumbai,Tamil Nadu
O51182,2025-04-23,C1323,P2042,3.0,0.1,Storage Product 43,Furniture,Storage,19092.63,15390.19,51550.1,5379.53,0.1044,Consumer,Bengaluru,Karnataka
O51183,2025-08-13,C1295,P2021,1.0,0.2,Laptops Product 22,Technology,Laptops,6562.71,4469.1,5250.17,781.07,0.1488,Consumer,Bengaluru,Telangana
O51184,2025-11-28,C1186,P2054,1.0,0.1,Chairs Product 55,Furniture,Chairs,56519.23,39410.95,50867.31,11456.36,0.2252,Corporate,Mumbai,Delhi
O51185,2025-08-31,C1207,P2066,5.0,0.15,Stationery Product 67,Office Supplies,Stationery,54754.87,39098.68,232708.2,37214.8,0.1599,Corporate,Salem,Karnataka
O51186,2025-05-23,C1219,P2059,5.0,0.05,Chairs Product 60,Furniture,Chairs,38547.8,29927.33,183102.05,33465.4,0.1828,Corporate,Madurai,Karnataka
O51187,2025-02-10,C1399,P2057,1.0,0.15,Laptops Product 58,Technology,Laptops,10032.16,7014.74,8527.34,1512.6,0.1774,Corporate,Kochi,Maharashtra
O51188,2025-09-15,C1189,P2011,1.0,0.15,Tables Product 12,Furniture,Tables,47986.68,36009.74,40788.68,4778.94,0.1172,Consumer,Bengaluru,Tamil Nadu
O51189,2025-10-12,C1387,P2068,5.0,0.2,Binders Product 69,Office Supplies,Binders,73518.62,55006.72,294074.48,19040.88,0.0647,Consumer,Delhi,Maharashtra
O51190,2025-04-15,C1428,P2038,4.0,0.2,Binders Product 39,Office Supplies,Binders,69402.41,51424.61,222087.71,16389.27,0.0738,Consumer,Coimbatore,Delhi
O51191,2025-07-21,C1345,P2012,2.0,0.05,Laptops Product 13,Technology,Laptops,16281.82,11596.34,30935.46,7742.78,0.2503,Corporate,Salem,Tamil Nadu
O51192,2025-11-03,C1283,P2040,2.0,0.15,Tables Product 41,Furniture,Tables,52504.24,46067.43,89257.21,-2877.65,-0.0322,Consumer,Kochi,Karnataka
O51193,2025-11-27,C1351,P2056,1.0,0.2,Phones Product 57,Technology,Phones,10100.77,6325.84,8080.62,1754.78,0.2172,Home Office,Salem,Tamil Nadu
O51194,2025-09-23,C1236,P2052,5.0,0.1,Chairs Product 53,Furniture,Chairs,20426.46,13656.17,91919.07,23638.22,0.2572,Consumer,Salem,Maharashtra
O51195,2025-07-29,C1193,P2011,3.0,0.05,Tables Product 12,Furniture,Tables,47986.68,36009.74,136762.04,28732.82,0.2101,Corporate,Salem,Tamil Nadu
O51196,2025-02-20,C1286,P2012,3.0,0.0,Laptops Product 13,Technology,Laptops,16281.82,11596.34,48845.46,14056.44,0.2878,Consumer,Coimbatore,Tamil Nadu
O51197,2025-04-28,C1258,P2073,2.0,0.1,Tables Product 74,Furniture,Tables,74076.28,51453.16,133337.3,30430.98,0.2282,Consumer,Bengaluru,Kerala
O51198,2025-07-20,C1245,P2056,4.0,0.1,Phones Product 57,Technology,Phones,10100.77,6325.84,36362.77,11059.41,0.3041,Home Office,Delhi,Delhi
O51199,2025-02-08,C1135,P2039,2.0,0.15,Chairs Product 40,Furniture,Chairs,31822.56,23868.26,54098.35,6361.83,0.1176,Consumer,Chennai,Maharashtra
O51200,2025-01-28,C1279,P2079,1.0,0.05,Tables Product 80,Furniture,Tables,60819.74,43495.05,57778.75,14283.7,0.2472,Corporate,Bengaluru,Delhi
O51201,2025-09-16,C1270,P2044,4.0,0.2,Stationery Product 45,Office Supplies,Stationery,33218.58,19028.06,106299.46,30187.22,0.284,Corporate,Hyderabad,Delhi
O51202,2025-03-25,C1170,P2034,3.0,0.05,Stationery Product 35,Office Supplies,Stationery,6797.66,4643.32,19373.33,5443.37,0.281,Corporate,Salem,Delhi
O51203,2025-06-04,C1158,P2002,5.0,0.05,Accessories Product 3,Technology,Accessories,76083.83,45638.81,361398.19,133204.14,0.3686,Consumer,Delhi,Tamil Nadu
O51204,2025-04-27,C1200,P2004,5.0,0.1,Stationery Product 5,Office Supplies,Stationery,22154.95,19379.22,99697.28,2801.18,0.0281,Corporate,Mumbai,Maharashtra
O51205,2025-01-02,C1486,P2010,1.0,0.1,Phones Product 11,Technology,Phones,49447.03,40193.38,44502.33,4308.95,0.0968,Consumer,Madurai,Maharashtra
O51206,2025-04-03,C1044,P2070,2.0,0.05,Phones Product 71,Technology,Phones,79953.27,45246.36,151911.21,61418.49,0.4043,Consumer,Kochi,Kerala
O51207,2025-06-15,C1449,P2055,1.0,0.05,Binders Product 56,Office Supplies,Binders,16705.54,9805.04,15870.26,6065.22,0.3822,Consumer,Mumbai,Delhi
O51208,2025-12-16,C1263,P2009,5.0,0.05,Storage Product 10,Furniture,Storage,50209.76,29789.99,238496.36,89546.41,0.3755,Consumer,Delhi,Delhi
O51209,2025-10-23,C1070,P2033,3.0,0.15,Accessories Product 34,Technology,Accessories,18507.84,16264.51,47194.99,-1598.54,-0.0339,Corporate,Salem,Karnataka
O51210,2025-09-15,C1363,P2066,5.0,0.2,Stationery Product 67,Office Supplies,Stationery,54754.87,39098.68,219019.48,23526.08,0.1074,Consumer,Hyderabad,Tamil Nadu
O51211,2025-03-22,C1370,P2071,4.0,0.1,Paper Product 72,Office Supplies,Paper,79468.95,63440.16,286088.22,32327.58,0.113,Consumer,Salem,Tamil Nadu
O51212,2025-09-25,C1102,P2030,5.0,0.15,Chairs Product 31,Furniture,Chairs,38498.53,28996.9,163618.75,18634.25,0.1139,Consumer,Delhi,Tamil Nadu
O51213,2025-08-23,C1489,P2074,5.0,0.15,Paper Product 75,Office Supplies,Paper,63885.75,44320.26,271514.44,49913.14,0.1838,Home Office,Madurai,Delhi
O51214,2025-11-17,C1124,P2070,4.0,0.05,Phones Product 71,Technology,Phones,79953.27,45246.36,303822.43,122836.99,0.4043,Consumer,Coimbatore,Maharashtra
O51215,2025-11-07,C1312,P2065,2.0,0.25,Binders Product 66,Office Supplies,Binders,20647.93,15864.6,30971.9,-757.3,-0.0245,Consumer,Chennai,Kerala
O51216,2025-10-28,C1463,P2069,5.0,0.2,Binders Product 70,Office Supplies,Binders,31690.99,24240.66,126763.96,5560.66,0.0439,Corporate,Pune,Kerala
O51217,2025-12-23,C1482,P2040,1.0,0.05,Tables Product 41,Furniture,Tables,52504.24,46067.43,49879.03,3811.6,0.0764,Consumer,Delhi,Telangana
O51218,2025-08-01,C1285,P2062,5.0,0.05,Storage Product 63,Furniture,Storage,2688.9,1752.13,12772.28,4011.63,0.3141,Consumer,Mumbai,Maharashtra
O51219,2025-03-03,C1457,P2031,1.0,0.05,Phones Product 32,Technology,Phones,27150.59,16564.55,25793.06,9228.51,0.3578,Consumer,Chennai,Maharashtra
O51220,2025-02-18,C1229,P2019,4.0,0.05,Chairs Product 20,Furniture,Chairs,44904.0,24841.99,170635.2,71267.24,0.4177,Corporate,Coimbatore,Telangana
O51221,2025-05-07,C1145,P2056,5.0,0.15,Phones Product 57,Technology,Phones,10100.77,6325.84,42928.27,11299.07,0.2632,Consumer,Mumbai,Delhi
O51222,2025-08-11,C1369,P2049,4.0,0.1,Accessories Product 50,Technology,Accessories,36467.03,22897.52,131281.31,39691.23,0.3023,Consumer,Pune,Tamil Nadu
O51223,2025-10-06,C1196,P2079,4.0,0.2,Tables Product 80,Furniture,Tables,60819.74,43495.05,194623.17,20642.97,0.1061,Corporate,Pune,Kerala
O51224,2025-10-21,C1372,P2024,2.0,0.15,Storage Product 25,Furniture,Storage,71728.84,53529.53,121939.03,14879.97,0.122,Consumer,Pune,Telangana
O51225,2025-10-11,C1220,P2011,5.0,0.15,Tables Product 12,Furniture,Tables,47986.68,36009.74,203943.39,23894.69,0.1172,Corporate,Mumbai,Telangana
O51226,2025-10-04,C1422,P2070,1.0,0.15,Phones Product 71,Technology,Phones,79953.27,45246.36,67960.28,22713.92,0.3342,Consumer,Mumbai,Tamil Nadu
O51227,2025-04-17,C1059,P2038,1.0,0.0,Binders Product 39,Office Supplies,Binders,69402.41,51424.61,69402.41,17977.8,0.259,Consumer,Coimbatore,Delhi
O51228,2025-05-26,C1097,P2016,5.0,0.1,Laptops Product 17,Technology,Laptops,60637.62,52413.59,272869.29,10801.34,0.0396,Consumer,Kochi,Delhi
O51229,2025-04-09,C1170,P2044,2.0,0.15,Stationery Product 45,Office Supplies,Stationery,33218.58,19028.06,56471.59,18415.47,0.3261,Corporate,Salem,Delhi
O51230,2025-03-14,C1381,P2010,2.0,0.0,Phones Product 11,Technology,Phones,49447.03,40193.38,98894.06,18507.3,0.1871,Corporate,Hyderabad,Delhi
O51231,2025-05-02,C1172,P2069,2.0,0.0,Binders Product 70,Office Supplies,Binders,31690.99,24240.66,63381.98,14900.66,0.2351,Consumer,Bengaluru,Karnataka
O51232,2025-01-30,C1150,P2022,1.0,0.2,Accessories Product 23,Technology,Accessories,16308.47,12700.29,13046.78,346.49,0.0266,Home Office,Hyderabad,Tamil Nadu
O51233,2025-07-07,C1452,P2069,4.0,0.15,Binders Product 70,Office Supplies,Binders,31690.99,24240.66,107749.37,10786.73,0.1001,Consumer,Salem,Karnataka
O51234,2025-12-30,C1349,P2037,2.0,0.05,Paper Product 38,Office Supplies,Paper,27871.02,18741.67,52954.94,15471.6,0.2922,Corporate,Delhi,Maharashtra
O51235,2025-12-20,C1389,P2001,1.0,0.15,Tables Product 2,Furniture,Tables,61893.98,38740.54,52609.88,13869.34,0.2636,Corporate,Delhi,Karnataka
O51236,2025-10-15,C1439,P2078,1.0,0.2,Tables Product 79,Furniture,Tables,6133.72,4595.0,4906.98,311.98,0.0636,Consumer,Chennai,Telangana
O51237,2025-07-14,C1121,P2071,4.0,0.1,Paper Product 72,Office Supplies,Paper,79468.95,63440.16,286088.22,32327.58,0.113,Home Office,Mumbai,Telangana
O51238,2025-06-05,C1493,P2036,5.0,0.0,Tables Product 37,Furniture,Tables,76874.21,52831.76,384371.05,120212.25,0.3128,Consumer,Madurai,Karnataka
O51239,2025-06-21,C1107,P2048,5.0,0.25,Storage Product 49,Furniture,Storage,47196.49,35282.94,176986.84,572.14,0.0032,Corporate,Coimbatore,Karnataka
